name,domain,company_size,location,year_founded,website
GOVERNMENT TOOL ROOM AND TRAINING CENTRE HARIHAR,Education Industry,,"Davanagere, Karnataka, India",1998,https://gttc.karnataka.gov.in/13/harihara/en
"Mirza Hussain Technical Services (L.L,C)",Construction & Engineering,,"Mysuru, Karnataka, India",2007,
CivyTown Private Limited,E-commerce,,"Bengaluru Urban, Karnataka, India",2025,https://www.civytown.com/
Castlerockin Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.castlerockin.com/
Geoinformatics Reserach Lab,Not Specified,,"Karnataka, India",2023,
Team Lakshya Space LLP,Manufacturing,,"Bangalore Rural, Karnataka, India",2021,https://lakshyaspace.in/
MEDINIS Eduphygital-SDC talakal,Education Industry,,"Koppal, Karnataka, India",2015,https://eduphygital.com
ACMEGRADE PVT LTD,Education Industry,,"Bangalore Rural, Karnataka, India",2021,https://www.acmegrade.com/
Allreal (Machenn Innovations Private Limited),Health Care. Fitness & Recreation,,"Coimbatore, Tamil Nadu, India",2020,https://www.allreal.io/
SHIKTRA TECHNOLOGIES LLP,IT Industry,,"Mangalore, Karnataka, India",2024,https://codebud1.netlify.app/
Innomatics Research Labs,IT Industry,,"Bengaluru Urban, Karnataka, India",2019,https://www.innomatics.in/
SHASHWATH SOLUTION,IT Industry,,"Bengaluru Urban, Karnataka, India",2017,https://shashwathsolution.com/
SP4 AMEYA INNOVATION LABS PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://www.sp4ameya.com
Zameendeko Tech Ventures,Construction & Engineering,,"Belagavi, Karnataka, India",2022,https://mymane.in
"PRANAVA CONSULTANTS, CONSULTING STRUCTURAL ENGINEERS",Construction & Engineering,,"Kolar, Karnataka, India",2011,
SANRADIANCE TECHNOLOGIES BANGALORE PVT LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2011,https://sanradiance.com/
HUBIT DIGITAL MEDIA LABS LLP,IT Industry,,"Belagavi, Karnataka, India",2017,https://hubit.in/
Mahesh Govindaraju,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2010,https://govianu.com
Roberon Technologies,Manufacturing,,"Bengaluru Urban, Karnataka, India",2025,https://roberon.com
CIPSA TEC INDIA PVT LTD TUMKUR,Manufacturing,,"Tumkur, Karnataka, India",2008,https://www.cipsatec.com/
Cirrovia Technologies private limited,IT Industry,,"Shimoga, Karnataka, India",2025,https://cirrovia.com
Ligand Software Solutions,IT Industry,,"Belagavi, Karnataka, India",2013,https://ligandsoftware.com/
Trinity Touch Pvt Ltd,Manufacturing,,"Bengaluru Urban, Karnataka, India",1998,https://www.trinitytouch.com/
Texron Power Plant Systems,Manufacturing,,"Bengaluru Urban, Karnataka, India",2018,https://texronpower.com
GOLDENBARREL TECHNOLOGIES PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://goldenbarreltech.com/
Maverik Facility Management Pvt Ltd,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",1989,https://www.mfm.co.in/
Ellipsonic India Solutions Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2016,https://ellipsonic.com/
RAMA INNOVATIONS AND CREATIONS,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.ramainnovationsandcreations.com/
eTrans Solutions Pvt. Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2000,https://etranssolutions.com
Government Tool Room & Training Centre - GTTC MSDC Hubli,Manufacturing,,"Hubli, Karnataka, India",1972,https://gttc.karnataka.gov.in/en
SKILLUMNI,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://skillumni.co.in/
Lens Studio(Trade name: lens Medical),IT Industry,,"Bengaluru Urban, Karnataka, India",2018,https://www.lensmedical.com/
ISIRI Technologies Pvt Ltd,IT Industry,,"Mangalore, Karnataka, India",2008,https://ayuslab.com/
Envotancy,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2021,https://envotancy.com/
STEMonsters Education Pvt Ltd,Education Industry,,"Bengaluru Urban, Karnataka, India",2021,https://stemonsters.com
Aislyn Technologies Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2016,https://aislyntech.com/
Univate Solutions,IT Industry,,"Bengaluru Urban, Karnataka, India",2017,https://univate.in/
Zefender,Manufacturing,,"Bengaluru Urban, Karnataka, India",2025,https://zefender.com/
Skilldunia,Education Industry,,"Bengaluru Urban, Karnataka, India",2022,https://skilldunia.co.in
QUANTFLOW TECHNOLOGIES PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2020,https://quantflowai.com/
Cydra Tech,IT Industry,,"Mangalore, Karnataka, India",2019,https://cydratech.com/
Government Tool Room and Training Centre-Devanahalli,Manufacturing,,"Bangalore Rural, Karnataka, India",1972,https://gttc.karnataka.gov.in/en
LearnyHive,Education Industry,,"Bangalore Rural, Karnataka, India",2023,https://www.learnyhive.com/
TRONSoftech Pvt Ltd,Not Specified,,"Pune, Maharashtra, India",2024,www.tronsoftech.com
Cybermotion Technologies Pvt. Ltd.,IT Industry,,"Hyderabad, Telangana, India",1991,https://cybermotionind.com/
Wingcruit Consulting Services,IT Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.wingcruit.com/
Uilatech LLP,IT Industry,,"Belagavi, Karnataka, India",2019,https://www.uilatech.com
Movidu Technology Pvt Ltd,Education Industry,,"Bengaluru Urban, Karnataka, India",2021,https://gpt.movidu.in/
Ivoyant Systems Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.ivoyant.com
Irregular Manga Art,Manufacturing,,"Belagavi, Karnataka, India",2024,https://irregular-manga-art.vercel.app
EMMVEE PHOTOVOLTAIC POWER PRIVATE LIMITED,Manufacturing,,"Bangalore Rural, Karnataka, India",1992,https://emmvee.com
Sthavishtah,Health Care. Fitness & Recreation,,"Bangalore Rural, Karnataka, India",2025,https://sthavishtah.com/
Victor Chasex Pvt Ltd (Networkers Home),Education Industry,,"Bengaluru Urban, Karnataka, India",2007,https://www.networkershome.com/
TECNVIRONS PRIVATE LIMITED,IT Industry,,"Thane, Maharashtra, India",2023,https://tecnvi-ai.com
Ideafloats Technologies Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2022,https://ideafloats.com
SGBIT Consultancy Services Belagavi,Construction & Engineering,,"Belagavi, Karnataka, India",2025,https://sgbit.edu.in/Home/consultancy
Avadhuta Technologies,IT Industry,,"Bengaluru Urban, Karnataka, India",2017,https://www.avadhutatech.com/
ABHI Integral,IT Industry,,"Mysuru, Karnataka, India",2020,
Betterworks Technologies Pvt ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2020,https://better-works.in/
SangamOne Connected Services Pvt Ltd,IT Industry,,"Navi Mumbai, Maharashtra, India",2013,https://www.sangamone.com
Springevening Private Limited,IT Industry,,"Bagalkote, Karnataka, India",2022,https://www.springeveningpl.com/
PIVOTR technologies PVT LTD,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://www.pivotr.in/
FAAST Networks,Telecom Industry,,"Belagavi, Karnataka, India",2015,https://faast.in
The Yellow Ribbon,Health Care. Fitness & Recreation,,"Bengaluru Urban, Karnataka, India",2015,https://www.theyellowribbon.in/
Cardtree,IT Industry,,"Tirupati, Andhra Pradesh, India",2024,https://cardtr.ee/
Sageloom Analytics,Not Specified,,"Bangalore Rural, Karnataka, India",2025,https://www.sageloom.in/
AppLever Tech (OPC) Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2022,https://www.applever.tech
Bhavishya Academy,Education Industry,,"Mysuru, Karnataka, India",2023,https://bhavishyaacademy.com/
Global Quest Technologies,Education Industry,,"Bangalore Rural, Karnataka, India",2019,https://gqtech.in/
MYSTICAQUA DRY TECHNO SOLUTIONS,Travel & Tourism,,"Dakshina Kannada, Karnataka, India",2025,
Rookies World,IT Industry,,"Bangalore Rural, Karnataka, India",2016,https://www.rookiesworld.in/index.html
OJASVIHA,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2013,
Pattolika Pvt Ltd,Manufacturing,,"Mumbai, Maharashtra, India",2019,
Anmaya Technologies Private Limited,Manufacturing,,"Udupi, Karnataka, India",2022,https://www.anmaya.in
Welcome to KGTTI Belagavi Training Centre – Belagavi.,Education Industry,,"Belagavi, Karnataka, India",2012,https://www.kgtti.com
AIESEC,Education Industry,,"Navi Mumbai, Maharashtra, India",1981,https://www.aiesec.in
S2C Semiconductors Private Limited,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.vlsiminds.com
Red Envelope Bravo Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2023,https://www.redenvelope.co
Mindstack Technologies,IT Industry,,"Mangalore, Karnataka, India",2015,https://mindstacktechnologies.com/
NEXSTEAD GAMES PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.nexsteadgames.com/
MS Metals & Steels Private Limited,Manufacturing,,"Koppal, Karnataka, India",2015,https://www.mtcgroup.in/
LEAPMILE LOGISTICS PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2015,https://leapmile.com
BPH TECHNOLOGIES LLP,IT Industry,,"Kalaburagi, Karnataka, India",2025,https://www.brightpathhorizon.com/
Codeyoung,Education Industry,,"Bangalore Rural, Karnataka, India",2019,https://www.codeyoung.com/
WizzyBox Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.wizzybox.com
ZEPHVION Pvt.ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2025,https://zephvion.com/
RevvMoto Technologies Pvt. Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,
QuantumNeuron Technologies,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://qneurontechnologies.com/
Aspire Media,"Marketing, Advertising, Sales",,"Kalaburagi, Karnataka, India",2025,
Invayas Technologies Pvt. Ltd.,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://www.invayas.com/
Topper IAS,Education Industry,,"Bengaluru Urban, Karnataka, India",2019,https://topperias.com/
B.R. Instruments and Equipments,Construction & Engineering,,"Raipur, Chhattisgarh, India",1996,https://www.brinstruments.in/profile.html
ONJI SOFTWARE LABS PRIVATE LIMITED,IT Industry,,"Udupi, Karnataka, India",2025,https://www.onjisoftware.com/
BioEdge Solutions,Biotechnology,,"Bengaluru Urban, Karnataka, India",2020,https://www.bioedgesolutions.com/
Samrudh Living Services Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.samrudh.org
Zoblik International,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://www.zoblik.com
Industrial Technologies,Not Specified,,"Bangalore Rural, Karnataka, India",2018,www.industrialtechnologies.co.in
Technologics Global,IT Industry,,"Bengaluru Urban, Karnataka, India",2016,https://technologicsglobal.com/
Theomics International Private Limited,Biotechnology,,"Bengaluru Urban, Karnataka, India",2019,https://theomics.com/
E26 Media Production Private Limited,IT Industry,,"Mangalore, Karnataka, India",2024,https://e26media.com/
Valuacion India Inc,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2020,
Unroll Loop Technologies LLP,IT Industry,,"Shimoga, Karnataka, India",2023,https://unrollloop.com
Rachana Enercare,Construction & Engineering,,"Mysuru, Karnataka, India",2009,https://rachanaenercare.com/
Council for Skills and Competencies,Education Industry,,"Visakhapatnam, Andhra Pradesh, India",2024,https://cscindia.org.in/
Trident Techlabs Limited,Manufacturing,,"New Delhi, Delhi, India",2000,https://www.tridenttechlabs.com/
Sysmatic Automation,Education Industry,,"Hubli, Karnataka, India",2025,https://sysmaticautomation.co/
Megatron Solutions Pvt Ltd,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",1995,https://www.megatron.in/
MEVI TECHNOLOGIES LLP,IT Industry,,"Bangalore Rural, Karnataka, India",2022,https://mevitechnologies.com/
Datastride Analytics Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2022,https://datastride.ai/
Gleamator Technologies,IT Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.gleamator.in/
B. G. Shirke Construction Technology Pvt. Ltd,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",1944,https://shirkegroup.com
nikkibuild edtech private limited,Education Industry,,"Bangalore Rural, Karnataka, India",2021,https://nikki.build
Aadisys Software Solutions,IT Industry,,"Belagavi, Karnataka, India",2018,https://aadis.space
IIITB COMET FOUNDATION,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://comet.iiitb.ac.in/skill-development/
cnc web world technologies pvt ltd,IT Industry,,"vijayapura, Karnataka, India",2011,https://cncwebworld.com/vijaypur/index.php
SENSEOPS Tech Solutions Pvt. Ltd.,IT Industry,,"Bengaluru Urban, Karnataka, India",2016,http://www.sense-ops.com
"Wipro 3D, A division of Wipro Enterprises Ltd",Manufacturing,,"Bengaluru Urban, Karnataka, India",2012,https://www.wipro-3d.com/
Innotrat Labs Private Limited,Telecom Industry,,"Chennai, Tamil Nadu, India",2023,https://innotrat.com/
Avirays Technologies Pvt Ltd,IT Industry,,"Bangalore Rural, Karnataka, India",2016,https://www.avirays.com/
Krutanic,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.krutanic.com/
Inversa Technosoft Pvt Ltd,IT Industry,,"Bangalore Rural, Karnataka, India",2017,https://inversatechnosoft.com/
JYESTA CORPORATE ENTITY (OPC) PRIVATE LIMITED,Education Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.jyesta.com
"Nejakar Technologies, Jain Institute of Technology Davanagere COE",IT Industry,,"Mysuru, Karnataka, India",2020,https://nejakartechnologies.com
Trendsetters Infoservices LLP,Media & Entertainment,,"New Delhi, Delhi, India",2012,https://www.trendsettersindia.co.in/
Centura Precision Components,Manufacturing,,"Tumkur, Karnataka, India",2013,https://www.centurapc.com/
S D CONSTRUCTIONS,Construction & Engineering,,"Bangalore Rural, Karnataka, India",2024,
PURSUIT FUTURE TECHNOLOGIES,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://pursuitfuture.in/
ISPARK LEARNING SOLUTIONS PRIVATE LIMITED,Education Industry,,"Chennai, Tamil Nadu, India",2020,https://www.isparklearning.com/
Persevex Education Consultancy LLP,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://www.persevex.com/
Artsy Technology Private Limited.,IT Industry,,"Mysuru, Karnataka, India",2022,https://artsytech.in/
Tashi Properties Pvt Ltd,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2022,https://tashiproperties.com
Pride Digitals,IT Industry,,"Belagavi, Karnataka, India",2019,https://pridedigitals.com/
VENSPHERE TECHNOLOGIES PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2014,https://www.vensphere.com
eGAS Technologies Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2023,https://www.egastech.in
MEDINIS Eduphygital Poojya Doddappa Appa College of Engineering,Education Industry,,"Kalaburagi, Karnataka, India",2015,https://eduphygital.com
INSTRUCTO EDUTECH PRIVATE LIMITED,Education Industry,,"Bangalore Rural, Karnataka, India",2025,https://www.instructo.co.in/
Projectera,IT Industry,,"Udupi, Karnataka, India",2024,
VITALITY DIGITAL TECH (OPC) PRIVATE LIMITED,IT Industry,,"Shimoga, Karnataka, India",2024,
Vstand4U Solutions,Education Industry,,"Bangalore Rural, Karnataka, India",2024,https://vstand4usolutions.com
Movidu Technology Private Limited,Education Industry,,"Bengaluru Urban, Karnataka, India",2021,https://gpt.movidu.in/
Edunet Foundation,Education Industry,,"Gurgaon, Haryana, India",2015,http://www.edunetfoundation.org
K-AKA Technology Services,IT Industry,,"Bengaluru Urban, Karnataka, India",2020,https://k-akatechnology.in/
POWAHA INFOTECH PRIVATE LIMITED,IT Industry,,"Hubli, Karnataka, India",2017,https://www.powaha.com
Bridge To Corporate,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://bridgetocorp.com/contact/
Gully Business Design Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.gullybusiness.com
Compsoft Technologies,Not Specified,,"Bangalore Rural, Karnataka, India",2020,https://www.compstechnologies.com/
Curiosense Innovations Private Limited,Education Industry,,"Bangalore Rural, Karnataka, India",2023,https://www.curiosense.co.in/
DSG Automation LLP,Manufacturing,,"Pune, Maharashtra, India",2021,https://dsgautomation.co.in/
Gesix Solutions Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://gesixsolutions.com/
Slates Software Services,IT Industry,,"Bangalore Rural, Karnataka, India",2024,https://slates.me/
MastersCampus Academy,Education Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.masterscampusacademy.com/
CADOS DETAILING,Construction & Engineering,,"Mysuru, Karnataka, India",2019,https://cadosdetailing.com/
TAKEITEASY ENGINEERS,Education Industry,,"Bangalore Rural, Karnataka, India",2021,https://takeiteasyengineers.com/about/
AVIRATHA DIGITAL LABS PVT LTD,IT Industry,,"Bidar, Karnataka, India",2024,https://aviratha.com
Wish 2 Skill LLP,Education Industry,,"Bengaluru Urban, Karnataka, India",2023,https://wish2skill.com
Zeel Code Labs,IT Industry,,"Belagavi, Karnataka, India",2016,http://www.zeelnet.com
Tech fortune technologies,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,http://www.tech-fortune.com
Innovascape LLP,Education Industry,,"Hubli, Karnataka, India",2021,https://innovascape.in/
7 Crore Technologies,Not Specified,,"Dharwad, Karnataka, India",2023,https://7crore.com
Kanilebettu Technologies,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://kanilebettu.in/
OPQ Tech Pvt Ltd,IT Industry,,"Bangalore Rural, Karnataka, India",2021,https://www.opqbootcamp.com
Navinod Technologies LLP,IT Industry,,"Mangalore, Karnataka, India",2017,https://www.aykansoft.com/
BUMBLEBEE DYNAMICS AND PROTRONICS,Manufacturing,,"Chennai, Tamil Nadu, India",2022,
Megamind Advertising Private Ltd.,"Marketing, Advertising, Sales",,"Mangalore, Karnataka, India",2018,https://www.megamind.studio/
Routefever Travels Pvt. Ltd.,Travel & Tourism,,"Jaipur, Rajasthan, India",2025,https://www.routefever.com/
Cordia Healthcare Pvt Ltd.,IT Industry,,"New Delhi, Delhi, India",2022,https://www.cordia360.com
Advina Solutions Private Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.advina.in/
Edubuddy School Private Limited,IT Industry,,"Belagavi, Karnataka, India",2021,
Confident Solutions,IT Industry,,"Bengaluru Urban, Karnataka, India",2008,https://confidentsolutions.in/
Capillary Technologies India Limited,IT Industry,,"Bengaluru Urban, Karnataka, India",2012,https://capillarytech.com
Usha builders and Infrastructure,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",1995,https://www.ushabuilders.in/
SILICONSHELF ELECTRONIC SYSTEMS,Manufacturing,,"Bengaluru Urban, Karnataka, India",2018,https://siliconshelf.com
IVIS LABS Private Limited,IT Industry,,"Mysuru, Karnataka, India",2021,https://ivislabs.com/
Win in life Academy,Education Industry,,"Bengaluru Urban, Karnataka, India",2023,https://wininlifeacademy.com/
Abhyudaya Softech LLP,IT Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.abhyudayasw.com/
Karnataka German Technical Training Institutes (KGTTI) Bangaluru,Education Industry,,"Bangalore Rural, Karnataka, India",2011,https://www.kgtti.com/
EYYANI ELECTRIC MACHINES PVT LTD,Not Specified,,"Bangalore Rural, Karnataka, India",2004,www.eyyani.com
Flying Wedge Defence and Aerospace Technologies Pvt Ltd,Manufacturing,,"Bengaluru Urban, Karnataka, India",2022,https://fwdefence.com/
Skylead Aviation Academy,Education Industry,,"Hassan, Karnataka, India",2019,
Advanced Electronic Systems and Solutions,Manufacturing,,"Bengaluru Urban, Karnataka, India",2024,https://aesindia.net/
ATHON ALL TERRAIN PVT LTD,Manufacturing,,"Kolar, Karnataka, India",2022,https://a-thonallterrain.com/
Tech Graylogix,Manufacturing,,"Mangalore, Karnataka, India",2012,https://www.techgraylogix.com
Festiva Moments,Media & Entertainment,,"Bengaluru Urban, Karnataka, India",2024,https://festivamoments.co.in
DTi Labz Private Limited,Not Specified,,"Hubli, Karnataka, India",2016,www.dreamkit.cc
EXPOSYS DATA LABS,Education Industry,,"Bangalore Rural, Karnataka, India",2019,https://exposysdata.com/
ACL Digital,IT Industry,,"Bangalore Rural, Karnataka, India",1988,
ERA Foundation,Education Industry,,"Bangalore Rural, Karnataka, India",2014,https://www.erafoundationindia.org/
Vxceed Software Solutions,IT Industry,,"Bengaluru Urban, Karnataka, India",2017,https://www.vxceed.com/
CADD Training centre,Education Industry,,"Davanagere, Karnataka, India",2015,https://caddtc.com
Tap Academy (Legal Name: Tap Edtech Pvt Ltd),IT Industry,,"Bangalore Rural, Karnataka, India",2021,https://thetapacademy.com/
PKM Sustainable Tech Solutions,Manufacturing,,"Bengaluru Urban, Karnataka, India",2025,https://sites.google.com/view/pkmsustech/
Trilo Infotech Pvt Ltd,Health Care. Fitness & Recreation,,"Thrissur, Kerala, India",2025,https://triloinfotech.com/
Coditas,IT Industry,,"Pune, Maharashtra, India",2014,https://coditas.com
Enviro Sense Tech,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2014,https://www.indiamart.com/envirosensetech/
HIEE Empowering Engineers Pvt Ltd,Education Industry,,"Hyderabad, Telangana, India",2021,https://hiee.in/
Nirmaan Group Of Construction,Construction & Engineering,,"Hassan, Karnataka, India",2025,http://www.nirmaangroupofconstruction.xyz/
Ganesh Irrigation Company,Manufacturing,,"Belagavi, Karnataka, India",2017,
Aansh Automation Solutions (Aansh Group),IT Industry,,"Bengaluru Urban, Karnataka, India",2012,
NakNih Softlabs Private Limited,IT Industry,,"Belagavi, Karnataka, India",2025,https://www.naknihsoftlabs.com/
Karnataka German Technical Training Institutes (KGTTI) – Kalaburagi Campus.,Education Industry,,"Kalaburagi, Karnataka, India",2011,https://www.kgtti.com/
Land Trades Builders & Developers,Construction & Engineering,,"Mangalore, Karnataka, India",1992,https://landtrades.in/
Silverrlining education Pvt. Ltd,Not Specified,,"Shimoga, India",2016,
OMKAR ENGINEERING SERVICES,Education Industry,,"Bangalore Rural, Karnataka, India",2025,https://www.omkartechsolution.in/
Eshanav Systems,IT Industry,,"Udupi, Karnataka, India",2025,https://www.eshanavsystems.in/
Vagmin Research Labs LLP,IT Industry,,"Bengaluru Urban, Karnataka, India",2023,https://www.vagminresearchlabs.com/about-us.html
Qscript Software Pvt Ltd,IT Industry,,"kodagu, Karnataka, India",2021,https://www.qscriptsoftware.com/
Rotary Electronics Pvt Limited,Manufacturing,,"Bengaluru Urban, Karnataka, India",1999,https://rotaryelectronics.com/
Impulse VLSI,Education Industry,,"Bangalore Rural, Karnataka, India",2023,https://impulse-vlsi.com/
RSC SYSTEMS PVT LTD,IT Industry,,"Bengaluru Urban, Karnataka, India",2020,https://www.rscsys.com
XL POPULAR EDUCATION AND SKILLING LLP DEED,Not Specified,,"Bangalore Rural, Karnataka, India",2024,https://bhrighu.in/
Kabadiman Climate Solutions Pvt Ltd,IT Industry,,"Belagavi, Karnataka, India",2025,https://kabadiman.com
Hexin Designers,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2020,
C & I Constructions,Construction & Engineering,,"Bangalore Rural, Karnataka, India",2015,https://www.mammalnest.com
Thaniya Technologies,IT Industry,,"Mangalore, Karnataka, India",2020,https://www.thaniyatech.com
Government Tool Room &Training centre lingasugur,Manufacturing,,"Raichur, Karnataka, India",1972,https://gttc.karnataka.gov.in/en
Ataritech Effective Industrial Solutions OPC Pvt Ltd,Manufacturing,,"Bengaluru Urban, Karnataka, India",2018,https://www.ataritech.com/
MEDINI TECHNOLOGIES-VTU VRIF,Education Industry,,"Belagavi, Karnataka, India",2015,https://eduphygital.com
BPG Renewables Pvt Ltd,Biotechnology,,"Bengaluru Urban, Karnataka, India",2006,https://biopower.co.in/
Indus Vision,IT Industry,,"Bengaluru Urban, Karnataka, India",2024,https://indusvision.ai/about-us/
Param Foundation,Education Industry,,"Bangalore Rural, Karnataka, India",2010,https://paramfoundation.org/
Sathvik Softech,IT Industry,,"Hubli, Karnataka, India",2015,https://sathviksoftech.in/
Pentagon Space Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2020,https://pentagonspace.in/
METAMINDS NETWORK,Not Specified,,"Bangalore Rural, Karnataka, India",2016,https://metamindsnetwork.com/
Behappy DigiSoft Pvt.Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2017,https://www.behappydigisoft.com
Zemicon Electronics Private Limited,E-commerce,,"Bengaluru Urban, Karnataka, India",2023,https://www.zemicon.in
Pinnacle Prime construction pvt LTD,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2007,
insilicomics,Biotechnology,,"Coimbatore, Tamil Nadu, India",2024,https://www.insilicomics.in/
CDQP Design Webtech Pvt Ltd,IT Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.designwebtech.com
VTU National Academy For Skill Development,Education Industry,,"Uttara Kannada, Karnataka, India",2015,http://nasd.org.in/
IOBRAIN INNOVATIVE LABZ,Manufacturing,,"Bangalore Rural, Karnataka, India",2015,https://iobrain.in
VLSI Technology – A Venture of VS Tech LLP,IT Industry,,"Belagavi, Karnataka, India",2003,https://www.vlsiind.in
Ravindra and company,Manufacturing,,"Bidar, Karnataka, India",1975,
Yadagiri Information Technologies Private Limited,IT Industry,,"Raichur, Karnataka, India",2024,http://yadagiriinformationtechnologies.com/
"Public Work Department (PWD) Special Division, Hunsur",Government sector,,"Mysuru, Karnataka, India",1856,https://kpwd.karnataka.gov.in
Twilight Systems,IT Industry,,"Bengaluru Urban, Karnataka, India",2016,
Automation & Robotics Center of Excellence,Manufacturing,,"Mysuru, Karnataka, India",2011,https://www.nie.ac.in/
Nexus Core Innovations,Education Industry,,"Bengaluru Urban, Karnataka, India",2021,https://nexuscoreinnovations.in/
Yenepoya Instittute of Technology,Not Specified,,India,2008,yit.edu.in
KronoTech Labs,Education Industry,,"Belagavi, Karnataka, India",2025,https://kronotech-labs.netlify.app
STRAECON,Construction & Engineering,,"Dakshina Kannada, Karnataka, India",2021,https://straecon.com/
Tejtronics Technologies Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2025,http://tejtronics.com
Metiskill Global Solutions Pvt Ltd,Education Industry,,"Bengaluru Urban, Karnataka, India",2019,https://www.metiskill.com/
CHALUKYA TECHNOLOGIES PRIVATE LIMITED,Education Industry,,"Bengaluru Urban, Karnataka, India",1995,https://janai.xcelerator.in/
Global Designs (ISCT),Education Industry,,"Dharwad, Karnataka, India",1996,https://isctonline.com/
KASI STRUCTURAL CONSULTING ENGINEERS,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2015,https://ksce.in/
Techmiya Solutions Private Limited,IT Industry,,"Bangalore Rural, Karnataka, India",2025,https://techmiyasolutions.com
Ethnotech Academic Solutions,Education Industry,,"Bengaluru Urban, Karnataka, India",2013,https://ethnotech.in/
PCBCUPID,Manufacturing,,"Bengaluru Urban, Karnataka, India",2024,https://pcbcupid.com/
EtherX Innovations Pvt Ltd,IT Industry,,"Bangalore Rural, Karnataka, India",2025,https://etherxinnovationshub.vercel.app/
SISKIN INSTRUMENTS CO (P) . LTD,Manufacturing,,"Bengaluru Urban, Karnataka, India",1987,https://www.siskin.in
Minchu Products and Services LLP,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2020,https://www.minchu.net
Skipp,IT Industry,,"Bengaluru Urban, Karnataka, India",2025,https://skipp.co.in/
SRI NANJUNDESWARA INDUSTRIES (S N INDUSTRIES ),Manufacturing,,"Mysuru, Karnataka, India",2023,
CAL TECHNOLOGIES,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2022,https://caltechnologies.com
